filename	Mlle	Mme	Mad.	(née	(Dame	 née	 Madame	(Madame	Mademoiselle	total
1895-0067	0	0	0	0	0	0	0	0	0	0
1895-0068	0	0	0	0	0	0	0	0	0	0
1895-0069	1	1	1	0	0	0	0	0	0	3
1895-0070	0	0	0	0	0	0	0	0	0	0
1895-0071	0	0	0	0	0	0	0	0	0	0
1895-0072	0	0	0	0	0	0	0	0	0	0
1895-0073	0	0	0	0	0	0	0	0	0	0
1895-0074	0	1	2	0	0	0	0	0	0	3
1895-0075	1	0	0	0	0	0	0	0	0	1
1895-0076	0	1	0	0	0	0	0	0	0	1
1895-0077	0	1	0	0	0	0	0	0	0	1
1895-0078	0	2	0	0	0	0	0	0	0	2
1895-0079	0	0	0	0	0	0	0	0	0	0
1895-0080	2	0	0	0	0	0	0	0	0	2
1895-0081	0	0	2	0	0	0	0	0	0	2
1895-0082	1	0	0	0	0	0	0	0	0	1
1895-0083	0	0	0	0	0	0	0	0	0	0
1895-0084	0	0	0	0	0	0	0	0	0	0
1895-0085	1	0	0	0	0	0	0	0	0	1
1895-0086	0	0	0	0	0	0	0	0	0	0
1895-0087	0	0	0	0	0	0	0	0	0	0
1895-0088	0	0	1	0	0	0	0	0	0	1
1895-0089	0	1	0	0	0	0	0	0	0	1
1895-0090	0	0	0	0	0	0	0	0	0	0
1895-0091	0	1	0	0	0	0	0	0	0	1
1895-0092	0	2	0	0	0	0	0	0	0	2
1895-0093	0	1	0	0	0	0	0	0	0	1
1895-0094	0	0	0	0	0	0	0	0	0	0
1895-0095	0	0	0	0	0	0	0	0	0	0
1895-0096	1	0	0	0	0	0	0	0	0	1
1895-0097	0	0	0	0	0	0	0	0	0	0
1895-0098	0	2	0	0	0	0	0	0	0	2
1895-0099	1	0	0	0	0	0	0	0	0	1
1895-0100	0	0	0	0	0	0	0	0	0	0
1895-0101	0	0	0	0	0	0	0	0	0	0
1895-0102	0	0	0	0	0	0	0	0	0	0
1895-0109	1	1	0	0	0	0	0	0	0	2
1895-0110	2	2	0	0	0	0	0	0	0	4
1895-0111	0	0	0	0	0	0	0	0	0	0
1895-0286	0	0	0	0	0	0	0	0	0	0
1895-0287	0	0	0	0	0	0	0	0	0	0
1895-0288	0	0	0	0	0	0	0	0	0	0
1895-0289	0	0	0	0	0	0	0	0	0	0
1895-0290	0	0	0	0	0	0	0	0	0	0
1895-0291	0	0	0	0	0	0	0	0	0	0
1895-0292	0	0	0	0	0	0	0	0	0	0
1895-0293	0	0	0	0	0	0	0	0	0	0
1895-0294	0	0	0	0	0	0	0	0	0	0
1895-0295	0	0	0	0	0	0	0	0	0	0
1895-0296	0	0	0	0	0	0	0	0	0	0
1895-0297	0	0	0	0	0	0	0	0	0	0
1895-0298	0	0	0	0	0	0	0	0	0	0
1895-0299	0	0	0	0	0	0	0	0	0	0
1895-0300	0	0	0	0	0	0	0	0	0	0
1895-0301	0	0	0	0	0	0	0	0	0	0
1895-0302	0	0	0	0	0	0	0	0	0	0
1895-0303	0	0	0	0	0	0	0	0	0	0
1895-0304	0	0	0	0	0	0	0	0	0	0
1895-0305	0	0	0	0	0	0	0	0	0	0
1895-0306	0	0	0	0	0	0	0	0	0	0
1895-0307	0	0	0	0	0	0	0	0	0	0
1895-0308	0	0	0	0	0	0	0	0	0	0
1895-0309	0	0	0	0	0	0	0	0	0	0
1895-0310	0	0	0	0	0	0	0	0	0	0
1895-0311	0	0	0	0	0	0	0	0	0	0
1895-0312	0	0	0	0	0	0	0	0	0	0
1895-0313	0	0	0	0	0	0	0	0	0	0
1895-0314	0	0	0	0	0	0	0	0	0	0
1895-0315	0	0	0	0	0	0	0	0	0	0
1895-0316	0	0	0	0	0	0	0	0	0	0
1895-0317	0	0	0	0	0	0	0	0	0	0
1895-0318	0	0	0	0	0	0	0	0	0	0
1895-0319	0	0	0	0	0	0	0	0	0	0
1895-0320	0	0	0	0	0	0	0	0	0	0
1895-0321	0	0	0	0	0	0	0	0	0	0
1895-0322	0	0	0	0	0	0	0	0	0	0
1895-0323	0	0	0	0	0	0	0	0	0	0
1895-0324	0	0	0	0	0	0	0	0	0	0
1895-0325	0	0	0	0	0	0	0	0	0	0
1895-0326	0	0	0	0	0	0	0	0	0	0
1895-0327	0	0	0	0	0	0	0	0	0	0
1895-0328	0	0	0	0	0	0	0	0	0	0
1895-0329	0	0	0	0	0	0	0	0	0	0
1895-0330	0	0	0	0	0	0	0	0	0	0
1895-0331	0	0	0	0	0	0	0	0	0	0
1895-0332	0	0	0	0	0	0	0	0	0	0
1895-0333	0	0	0	0	0	0	0	0	0	0
1895-0334	0	0	0	0	0	0	0	0	0	0
1895-0335	0	0	0	0	0	0	0	0	0	0
1895-0336	0	0	0	0	0	0	0	0	0	0
1895-0337	0	0	0	0	0	0	0	0	0	0
1895-0338	0	0	0	0	0	0	0	0	0	0
1895-0339	0	0	0	0	0	0	0	0	0	0
1895-0340	0	0	0	0	0	0	0	0	0	0
1895-0341	0	0	0	0	0	0	0	0	0	0
1895-0342	0	0	0	0	0	0	0	0	0	0
1895-0343	0	0	0	0	0	0	0	0	0	0
1895-0344	0	0	0	0	0	0	0	0	0	0
1895-0345	0	0	0	0	0	0	0	0	0	0
1895-0346	0	0	0	0	0	0	0	0	0	0
1895-0347	0	1	0	0	0	0	0	0	0	1
1895-0348	0	0	0	0	0	0	0	0	0	0
1895-0349	0	0	0	0	0	0	0	0	0	0
1895-0350	0	0	0	0	0	0	0	0	0	0
1895-0351	0	0	0	0	0	0	0	0	0	0
1895-0352	0	2	0	0	0	0	0	0	0	2
1895-0353	0	0	0	0	0	0	0	0	0	0
1895-0354	0	0	0	0	0	0	0	0	0	0
1895-0355	0	0	0	0	0	0	0	0	0	0
1895-0356	0	0	0	0	0	0	0	0	0	0
1895-0357	0	0	0	0	0	0	0	0	0	0
1895-0358	0	0	0	0	0	0	0	0	0	0
1895-0359	0	0	0	0	0	0	0	0	0	0
1895-0360	0	0	0	0	0	0	0	0	0	0
1895-0361	0	0	0	0	0	0	0	0	0	0
1895-0362	0	0	0	0	0	0	0	0	0	0
1895-0363	0	0	0	0	0	0	0	0	0	0
1895-0364	0	0	0	0	0	0	0	0	0	0
1895-0365	0	0	0	0	0	0	0	0	0	0
1895-0366	0	0	0	0	0	0	0	0	0	0
1895-0367	0	0	0	0	0	0	0	0	0	0
1895-0368	0	0	0	0	0	0	0	0	0	0
1895-0369	1	0	0	0	0	0	0	0	0	1
1895-0370	0	0	0	0	0	0	0	0	0	0
1895-0371	0	0	0	0	0	0	0	0	0	0
1895-0372	0	0	0	0	0	0	0	0	0	0
1895-0373	0	0	0	0	0	0	0	0	0	0
1895-0374	0	0	0	0	0	0	0	0	0	0
1895-0375	0	0	0	0	0	0	0	0	0	0
1895-0376	0	0	0	0	0	0	0	0	0	0
1895-0377	0	0	0	0	0	0	0	0	0	0
1895-0378	0	0	0	0	0	0	0	0	0	0
1895-0379	0	0	0	0	0	0	0	0	0	0
1895-0380	0	0	0	0	0	0	0	0	0	0
1895-0381	0	0	0	0	0	0	0	0	0	0
1895-0382	0	0	0	0	0	0	0	0	0	0
1895-0383	0	0	0	0	0	0	0	0	0	0
1895-0384	0	0	0	0	0	0	0	0	0	0
1895-0385	0	0	0	0	0	0	0	0	0	0
1895-0386	0	0	0	0	0	0	0	0	0	0
1895-0387	0	0	0	0	0	0	0	0	0	0
1895-0388	0	0	0	0	0	0	0	0	0	0
1895-0389	0	0	0	0	0	0	0	0	0	0
1895-0390	1	0	0	0	0	0	0	0	0	1
1895-0391	0	0	0	0	0	0	0	0	0	0
1895-0392	0	0	0	0	0	0	0	0	0	0
1895-0393	0	0	0	0	0	0	0	0	0	0
1895-0394	0	1	0	0	0	0	0	0	0	1
1895-0395	0	0	0	0	0	0	0	0	0	0
1895-0396	0	0	0	0	0	0	0	0	0	0
1895-0397	0	0	0	0	0	0	0	0	0	0
1895-0398	0	0	0	0	0	0	0	0	0	0
1895-0399	0	0	0	0	0	0	0	0	0	0
1895-0400	0	0	0	0	0	0	0	0	0	0
1895-0401	1	0	0	0	0	0	0	0	0	1
1895-0402	0	0	1	0	0	0	0	0	0	1
1895-0403	0	0	0	0	0	0	0	0	0	0
1895-0404	0	0	0	0	0	0	0	0	0	0
1895-0420	0	0	0	0	0	0	0	0	0	0
1895-0421	1	0	0	0	0	0	0	0	0	1
1895-0422	0	0	0	0	0	0	0	0	0	0
1895-0423	1	0	0	0	0	0	0	0	0	1
1895-0424	0	0	0	0	0	0	0	0	0	0
1895-0425	0	0	0	0	0	0	0	0	0	0
1895-0426	0	0	0	0	0	0	0	0	0	0
1895-0427	0	0	0	0	0	0	0	0	0	0
1895-0428	0	0	0	0	0	0	0	0	0	0
1895-0429	0	0	0	0	0	0	0	0	0	0
1895-0430	0	0	0	0	0	0	0	0	0	0
1895-0431	0	0	0	0	0	0	0	0	0	0
1895-0432	0	0	0	0	0	0	0	0	0	0
1895-0433	0	0	0	0	0	0	0	0	0	0
1895-0434	0	0	0	0	0	0	0	0	0	0
1895-0435	0	0	0	0	0	0	0	0	0	0
1895-0436	0	0	0	0	0	0	0	0	0	0
1895-0437	0	0	0	0	0	0	0	0	0	0
1895-0438	0	0	0	0	0	0	0	0	0	0
1895-0439	0	0	0	0	0	0	0	0	0	0
1895-0440	0	0	0	0	0	0	0	0	0	0
1895-0441	0	0	0	0	0	0	0	0	0	0
1895-0442	0	0	0	0	0	0	0	0	0	0
1895-0443	0	0	0	0	0	0	0	0	0	0
1896-0059	0	0	0	0	0	0	0	0	0	0
1896-0060	0	0	0	0	0	0	0	0	0	0
1896-0061	0	0	0	0	0	0	0	0	0	0
1896-0062	1	1	0	0	0	0	0	0	0	2
1896-0063	0	0	0	0	0	0	0	0	0	0
1896-0064	0	0	0	0	0	0	0	0	0	0
1896-0065	0	2	0	0	0	0	0	0	0	2
1896-0066	0	1	0	0	0	0	0	0	0	1
1896-0067	0	0	0	0	0	0	0	0	0	0
1896-0068	0	1	0	0	0	0	0	0	0	1
1896-0069	0	1	1	0	0	0	0	0	0	2
1896-0070	0	0	0	0	0	0	0	0	0	0
1896-0071	0	1	0	0	0	0	0	0	0	1
1896-0072	1	1	0	0	0	0	0	0	0	2
1896-0073	0	0	0	0	0	0	0	0	0	0
1896-0074	0	1	2	0	0	0	0	0	0	3
1896-0075	2	0	0	0	0	0	0	0	0	2
1896-0076	0	1	0	0	0	0	0	0	0	1
1896-0077	0	0	0	0	0	0	0	0	0	0
1896-0078	0	3	0	0	0	0	0	0	0	3
1896-0079	0	0	0	0	0	0	0	0	0	0
1896-0080	2	0	0	0	0	0	0	0	0	2
1896-0081	0	0	1	0	0	0	0	0	0	1
1896-0082	1	0	0	0	0	0	0	0	0	1
1896-0083	0	1	0	0	0	0	0	0	0	1
1896-0084	0	0	0	0	0	0	0	0	0	0
1896-0085	2	0	0	0	0	0	0	0	0	2
1896-0086	0	0	0	0	0	0	0	0	0	0
1896-0087	0	0	0	0	0	0	0	0	0	0
1896-0088	0	1	1	0	0	0	0	0	0	2
1896-0089	0	0	0	0	0	0	0	0	0	0
1896-0090	0	0	0	0	0	0	0	0	0	0
1896-0091	0	2	0	0	0	0	0	0	0	2
1896-0092	0	2	0	0	0	0	0	0	0	2
1896-0093	0	1	0	0	0	0	0	0	0	1
1896-0094	0	0	0	0	0	0	0	0	0	0
1896-0095	0	0	0	0	0	0	0	0	0	0
1896-0096	1	0	0	0	0	0	0	0	0	1
1896-0097	0	0	0	0	0	0	0	0	0	0
1896-0098	1	2	0	0	0	0	0	0	0	3
1896-0099	0	1	0	0	0	0	0	0	0	1
1896-0100	0	0	0	0	0	0	0	0	0	0
1896-0101	0	0	0	0	0	0	0	0	0	0
1896-0102	0	0	0	0	0	0	0	0	0	0
1896-0105	2	0	0	0	0	0	0	0	0	2
1896-0106	1	0	0	0	0	0	0	0	0	1
1896-0107	1	1	0	0	0	0	0	0	0	2
1896-0108	0	0	0	0	0	0	0	0	0	0
1896-0109	0	0	0	0	0	0	0	0	0	0
1896-0110	0	0	0	0	0	0	0	0	0	0
1896-0111	0	0	0	0	0	0	0	0	0	0
1896-0112	0	0	0	0	0	0	0	0	0	0
1896-0113	0	0	0	0	0	0	0	0	0	0
1896-0114	0	0	0	0	0	0	0	0	0	0
1896-0115	0	0	0	0	0	0	0	0	0	0
1896-0116	0	0	0	0	0	0	0	0	0	0
1896-0117	0	0	0	0	0	0	0	0	0	0
1896-0118	0	0	0	0	0	0	0	0	0	0
1896-0119	0	0	0	0	0	0	0	0	0	0
1896-0120	0	0	0	0	0	0	0	0	0	0
1896-0121	0	0	0	0	0	0	0	0	0	0
1896-0122	0	0	0	0	0	0	0	0	0	0
1896-0123	2	0	0	0	0	0	0	0	0	2
1896-0124	2	0	0	0	0	0	0	0	0	2
1896-0125	1	0	0	0	0	0	0	0	0	1
1896-0126	3	2	0	0	0	0	0	0	0	5
1896-0127	2	0	0	0	0	0	0	0	0	2
1896-0128	0	0	0	1	0	0	0	0	0	1
1896-0129	3	0	0	0	0	0	0	0	0	3
1896-0130	0	1	1	0	0	0	0	0	0	2
1896-0277	0	0	0	0	0	0	0	0	0	0
1896-0278	0	0	0	0	0	0	0	0	0	0
1896-0279	0	0	0	0	0	0	0	0	0	0
1896-0280	0	0	0	0	0	0	0	0	0	0
1896-0281	0	0	0	0	0	0	0	0	0	0
1896-0282	0	0	0	0	0	0	0	0	0	0
1896-0283	0	0	0	0	0	0	0	0	0	0
1896-0284	1	0	0	0	0	0	0	0	0	1
1896-0285	0	0	0	0	0	0	0	0	0	0
1896-0286	0	0	0	0	0	0	0	0	0	0
1896-0287	0	0	0	0	0	0	0	0	0	0
1896-0288	0	0	0	0	0	0	0	0	0	0
1896-0289	0	0	0	0	0	0	0	0	0	0
1896-0290	0	0	0	0	0	0	0	0	0	0
1896-0291	0	0	0	0	0	0	0	0	0	0
1896-0292	1	0	0	0	0	0	0	0	0	1
1896-0293	0	0	0	0	0	0	0	0	0	0
1896-0294	0	0	0	0	0	0	0	0	0	0
1896-0295	1	0	0	0	0	0	0	0	0	1
1896-0296	0	0	0	0	0	0	0	0	0	0
1896-0297	0	0	0	0	0	0	0	0	0	0
1896-0298	0	0	0	0	0	0	0	0	0	0
1896-0299	0	0	0	0	0	0	0	0	0	0
1896-0300	0	0	0	0	0	0	0	0	0	0
1896-0301	0	0	0	0	0	0	0	0	0	0
1896-0302	0	0	0	0	0	0	0	0	0	0
1896-0303	0	0	0	0	0	0	0	0	0	0
1896-0304	0	0	0	0	0	0	0	0	0	0
1896-0305	0	0	0	0	0	0	0	0	0	0
1896-0306	0	0	0	0	0	0	0	0	0	0
1896-0307	0	0	0	0	0	0	0	0	0	0
1896-0308	0	0	0	0	0	0	0	0	0	0
1896-0309	0	0	0	0	0	0	0	0	0	0
1896-0310	0	0	0	0	0	0	0	0	0	0
1896-0311	0	0	0	0	0	0	0	0	0	0
1896-0312	0	0	0	0	0	0	0	0	0	0
1896-0313	0	0	0	0	0	0	0	0	0	0
1896-0314	0	0	0	0	0	0	0	0	0	0
1896-0315	0	0	0	0	0	0	0	0	0	0
1896-0316	0	0	0	0	0	0	0	0	0	0
1896-0317	0	0	0	0	0	0	0	0	0	0
1896-0318	0	0	0	0	0	0	0	0	0	0
1896-0319	0	0	0	0	0	0	0	0	0	0
1896-0320	0	0	0	0	0	0	0	0	0	0
1896-0321	0	0	0	0	0	0	0	0	0	0
1896-0322	0	0	0	0	0	0	0	0	0	0
1896-0323	0	0	0	0	0	0	0	0	0	0
1896-0324	0	0	0	0	0	0	0	0	0	0
1896-0325	0	0	0	0	0	0	0	0	0	0
1896-0326	0	0	0	0	0	0	0	0	0	0
1896-0327	0	0	0	0	0	0	0	0	0	0
1896-0328	0	0	0	0	1	0	0	0	0	1
1896-0329	0	0	0	0	0	0	0	0	0	0
1896-0330	0	0	0	0	0	0	0	0	0	0
1896-0331	0	0	0	0	0	0	0	0	0	0
1896-0332	0	0	0	0	0	0	0	0	0	0
1896-0333	0	1	0	0	0	0	0	0	0	1
1896-0334	0	0	0	0	0	0	0	0	0	0
1896-0335	0	0	0	0	0	0	0	0	0	0
1896-0336	0	0	0	0	0	0	0	0	0	0
1896-0337	0	0	0	0	0	0	0	0	0	0
1896-0338	0	0	0	0	0	0	0	0	0	0
1896-0339	0	0	0	0	0	0	0	0	0	0
1896-0340	0	2	0	0	0	0	0	0	0	2
1896-0341	0	0	0	0	0	0	0	0	0	0
1896-0342	0	0	0	0	0	0	0	0	0	0
1896-0343	0	0	0	0	0	0	0	0	0	0
1896-0344	0	0	0	0	0	0	0	0	0	0
1896-0345	0	2	0	0	0	0	0	0	0	2
1896-0346	0	0	0	0	0	0	0	0	0	0
1896-0347	0	0	0	0	0	0	0	0	0	0
1896-0348	1	0	0	0	0	0	0	0	0	1
1896-0349	0	0	0	0	0	0	0	0	0	0
1896-0350	0	0	0	0	0	0	0	0	0	0
1896-0351	0	0	0	0	0	0	0	0	0	0
1896-0352	0	0	0	0	0	0	0	0	0	0
1896-0353	0	0	0	0	0	0	0	0	0	0
1896-0354	0	0	0	0	0	0	0	0	0	0
1896-0355	0	0	0	0	0	0	0	0	0	0
1896-0356	0	0	0	0	0	0	0	0	0	0
1896-0357	0	0	0	0	0	0	0	0	0	0
1896-0358	0	0	0	0	0	0	0	0	0	0
1896-0359	0	1	0	0	0	0	0	0	0	1
1896-0360	0	0	0	0	0	0	0	0	0	0
1896-0361	0	0	0	0	0	0	0	0	0	0
1896-0362	0	0	0	0	0	0	0	0	0	0
1896-0363	1	0	0	0	0	0	0	0	0	1
1896-0364	0	0	0	0	0	0	0	0	0	0
1896-0365	0	0	0	0	0	0	0	0	0	0
1896-0366	0	0	0	0	0	0	0	0	0	0
1896-0367	0	0	0	0	0	0	0	0	0	0
1896-0368	0	0	0	0	0	0	0	0	0	0
1896-0369	0	0	0	0	0	0	0	0	0	0
1896-0370	1	0	0	0	0	0	0	0	0	1
1896-0371	0	0	0	0	0	0	0	0	0	0
1896-0372	0	0	0	0	0	0	0	0	0	0
1896-0373	0	0	0	0	0	0	0	0	0	0
1896-0374	0	0	0	0	0	0	0	0	0	0
1896-0375	0	0	0	0	0	0	0	0	0	0
1896-0376	0	0	0	0	0	0	0	0	0	0
1896-0377	0	0	0	0	0	0	0	0	0	0
1896-0378	0	0	0	0	0	0	0	0	0	0
1896-0379	0	0	0	0	0	0	0	0	0	0
1896-0380	0	0	0	0	0	0	0	0	0	0
1896-0381	0	0	0	0	0	0	0	0	0	0
1896-0382	0	0	0	0	0	0	0	0	0	0
1896-0383	0	0	0	0	0	0	0	0	0	0
1896-0384	1	0	0	0	0	0	0	0	0	1
1896-0385	0	0	0	0	0	0	0	0	0	0
1896-0386	0	0	0	0	0	0	0	0	0	0
1896-0387	0	0	0	0	0	0	0	0	0	0
1896-0388	0	1	0	0	0	0	0	0	0	1
1896-0389	0	0	0	0	0	0	0	0	0	0
1896-0390	0	0	0	0	0	0	0	0	0	0
1896-0391	0	0	0	0	0	0	0	0	0	0
1896-0392	0	0	0	0	0	0	0	0	0	0
1896-0393	0	0	0	0	0	0	0	0	0	0
1896-0394	0	0	0	0	0	0	0	0	0	0
1896-0395	1	0	0	0	0	0	0	0	0	1
1896-0396	0	0	0	0	0	0	0	0	0	0
1896-0397	0	0	1	0	0	0	0	0	0	1
1896-0398	0	0	0	0	0	0	0	0	0	0
1896-0409	0	0	0	0	0	0	0	0	0	0
1896-0410	0	0	0	0	0	0	0	0	0	0
1896-0411	0	0	0	0	0	0	0	0	0	0
1896-0412	1	0	0	0	0	0	0	0	0	1
1896-0413	0	0	0	0	1	0	0	0	0	1
1896-0414	0	0	0	0	0	0	0	0	0	0
1896-0415	0	0	0	0	0	0	0	0	0	0
1896-0416	0	0	0	0	0	0	0	0	0	0
1896-0417	0	0	0	0	0	0	0	0	0	0
1896-0418	0	0	0	0	0	0	0	0	0	0
1896-0419	1	0	0	0	0	0	0	0	0	1
1896-0420	0	0	0	0	0	0	0	0	0	0
1896-0421	0	0	0	0	0	0	0	0	0	0
1896-0422	0	0	0	0	0	0	0	0	0	0
1896-0423	0	0	0	0	0	0	0	0	0	0
1896-0424	0	0	0	0	0	0	0	0	0	0
1896-0425	0	0	0	0	0	0	0	0	0	0
1896-0426	0	0	0	0	0	0	0	0	0	0
1896-0427	0	0	0	0	0	0	0	0	0	0
1896-0428	0	0	0	0	0	0	0	0	0	0
1896-0429	0	0	0	0	0	0	0	0	0	0
1896-0430	0	0	0	0	0	0	0	0	0	0
1896-0431	0	0	0	0	0	0	0	0	0	0
1896-0432	0	0	0	0	0	0	0	0	0	0
1897-0061	0	0	0	0	0	0	0	0	0	0
1897-0062	0	0	0	0	0	0	0	0	0	0
1897-0063	0	0	0	0	0	0	0	0	0	0
1897-0064	1	1	0	0	0	0	0	0	0	2
1897-0065	0	0	0	0	0	0	0	0	0	0
1897-0066	0	0	0	0	0	0	0	0	0	0
1897-0067	0	2	0	0	0	0	0	0	0	2
1897-0068	0	1	0	0	0	0	0	0	0	1
1897-0069	0	0	0	0	0	0	0	0	0	0
1897-0070	0	2	0	0	0	0	0	0	0	2
1897-0071	0	1	0	0	0	0	0	0	0	1
1897-0072	0	0	0	0	0	0	0	0	0	0
1897-0073	0	1	0	0	0	0	0	0	0	1
1897-0074	1	1	0	0	0	0	0	0	0	2
1897-0075	0	0	0	0	0	0	0	0	0	0
1897-0076	0	1	2	0	0	0	0	0	0	3
1897-0077	2	1	0	0	0	0	0	0	0	3
1897-0078	0	1	0	0	0	0	0	0	0	1
1897-0079	0	1	0	0	0	0	0	0	0	1
1897-0080	0	2	0	0	0	0	0	0	0	2
1897-0081	0	0	0	0	0	0	0	0	0	0
1897-0082	3	0	0	0	0	0	0	0	0	3
1897-0083	0	0	0	0	0	0	0	0	0	0
1897-0084	2	0	1	0	0	0	0	0	0	3
1897-0085	0	0	0	0	0	0	0	0	0	0
1897-0086	0	1	0	0	0	0	0	0	0	1
1897-0087	2	1	0	0	0	0	0	0	0	3
1897-0088	0	0	0	0	0	0	0	0	0	0
1897-0089	0	0	0	0	0	0	0	0	0	0
1897-0090	0	1	1	0	0	0	0	0	0	2
1897-0091	0	0	0	0	0	0	0	0	0	0
1897-0092	0	2	0	0	0	0	0	0	0	2
1897-0093	1	2	0	0	0	0	0	0	0	3
1897-0094	0	3	0	0	0	0	0	0	0	3
1897-0095	0	1	0	0	0	0	0	0	0	1
1897-0096	0	1	0	0	0	0	0	0	0	1
1897-0097	0	0	0	0	0	0	0	0	0	0
1897-0098	1	0	0	0	0	0	0	0	0	1
1897-0099	1	0	0	0	0	0	0	0	0	1
1897-0100	1	1	0	0	0	0	0	0	0	2
1897-0101	0	0	0	0	0	0	0	0	0	0
1897-0102	0	1	0	0	0	0	0	0	0	1
1897-0103	0	0	0	0	0	0	0	0	0	0
1897-0104	0	0	0	0	0	0	0	0	0	0
1897-0107	2	1	0	0	0	0	0	0	0	3
1897-0108	0	1	0	0	0	0	0	0	0	1
1897-0109	2	1	0	0	0	0	0	0	0	3
1897-0110	0	0	0	0	0	0	0	0	0	0
1897-0111	0	0	0	0	0	0	0	0	0	0
1897-0112	0	0	0	0	0	0	0	0	0	0
1897-0113	0	0	0	0	0	0	0	0	0	0
1897-0114	0	0	0	0	0	0	0	0	0	0
1897-0115	0	0	0	0	0	0	0	0	0	0
1897-0116	0	0	0	0	0	0	0	0	0	0
1897-0117	0	0	0	0	0	0	0	0	0	0
1897-0118	0	0	0	0	0	0	0	0	0	0
1897-0119	0	0	0	0	0	0	0	0	0	0
1897-0120	0	0	0	0	0	0	0	0	0	0
1897-0121	0	0	0	0	0	0	0	0	0	0
1897-0122	0	0	0	0	0	0	0	0	0	0
1897-0123	0	0	0	0	0	0	0	0	0	0
1897-0124	0	0	0	0	0	0	0	0	0	0
1897-0277	0	0	0	0	0	0	0	0	0	0
1897-0278	0	0	0	0	0	0	0	0	0	0
1897-0279	0	0	0	0	0	0	0	0	0	0
1897-0280	0	0	0	0	0	0	0	0	0	0
1897-0281	0	0	0	0	0	0	0	0	0	0
1897-0282	0	0	0	0	0	0	0	0	0	0
1897-0283	0	0	0	0	0	0	0	0	0	0
1897-0284	0	0	0	0	0	0	0	0	0	0
1897-0285	1	0	0	0	0	0	0	0	0	1
1897-0286	0	0	0	0	0	0	0	0	0	0
1897-0287	0	0	0	0	0	0	0	0	0	0
1897-0288	0	0	0	0	0	0	0	0	0	0
1897-0289	0	0	0	0	0	0	0	0	0	0
1897-0290	0	0	0	0	0	0	0	0	0	0
1897-0291	0	0	0	0	0	0	0	0	0	0
1897-0292	1	0	0	0	0	0	0	0	0	1
1897-0293	0	0	0	0	0	0	0	0	0	0
1897-0294	0	0	0	0	0	0	0	0	0	0
1897-0295	1	0	0	0	0	0	0	0	0	1
1897-0296	1	0	0	0	0	0	0	0	0	1
1897-0297	0	0	0	0	0	0	0	0	0	0
1897-0298	0	0	0	0	0	0	0	0	0	0
1897-0299	0	0	0	0	0	0	0	0	0	0
1897-0300	0	0	0	0	0	0	0	0	0	0
1897-0301	0	0	0	0	0	0	0	0	0	0
1897-0302	0	0	0	0	0	0	0	0	0	0
1897-0303	0	0	0	0	0	0	0	0	0	0
1897-0304	0	0	0	0	0	0	0	0	0	0
1897-0305	0	0	0	0	0	0	0	0	0	0
1897-0306	0	0	0	0	0	0	0	0	0	0
1897-0307	0	0	0	0	0	0	0	0	0	0
1897-0308	0	0	0	0	0	0	0	0	0	0
1897-0309	0	0	0	0	0	0	0	0	0	0
1897-0310	0	0	0	0	0	0	0	0	0	0
1897-0311	0	0	0	0	0	0	0	0	0	0
1897-0312	0	0	0	0	0	0	0	0	0	0
1897-0313	0	0	0	0	0	0	0	0	0	0
1897-0314	0	0	0	0	0	0	0	0	0	0
1897-0315	0	0	0	0	0	0	0	0	0	0
1897-0316	0	0	0	0	0	0	0	0	0	0
1897-0317	0	0	0	0	0	0	0	0	0	0
1897-0318	0	0	0	0	0	0	0	0	0	0
1897-0319	0	0	0	0	0	0	0	0	0	0
1897-0320	0	0	0	0	0	0	0	0	0	0
1897-0321	0	0	0	0	0	0	0	0	0	0
1897-0322	0	0	0	0	0	0	0	0	0	0
1897-0323	0	0	0	0	0	0	0	0	0	0
1897-0324	0	0	0	0	0	0	0	0	0	0
1897-0325	0	0	0	0	0	0	0	0	0	0
1897-0326	0	0	0	0	0	0	0	0	0	0
1897-0327	0	0	0	0	0	0	0	0	0	0
1897-0328	0	0	0	0	0	0	0	0	0	0
1897-0329	0	0	0	0	0	0	0	0	0	0
1897-0330	0	0	0	0	0	0	0	0	0	0
1897-0331	0	0	0	0	0	0	0	0	0	0
1897-0332	0	0	0	0	0	0	0	0	0	0
1897-0333	0	0	0	0	0	0	0	0	0	0
1897-0334	0	1	0	0	0	0	0	0	0	1
1897-0335	0	0	0	0	0	0	0	0	0	0
1897-0336	1	0	0	0	0	0	0	0	0	1
1897-0337	0	0	0	0	0	0	0	0	0	0
1897-0338	0	0	0	0	0	0	0	0	0	0
1897-0339	0	0	0	0	0	0	0	0	0	0
1897-0340	0	0	0	0	0	0	0	0	0	0
1897-0341	0	0	0	0	0	0	0	0	0	0
1897-0342	0	2	0	0	0	0	0	0	0	2
1897-0343	0	0	0	0	0	0	0	0	0	0
1897-0344	0	0	0	0	0	0	0	0	0	0
1897-0345	0	0	0	0	0	0	0	0	0	0
1897-0346	0	0	0	0	0	0	0	0	0	0
1897-0347	0	1	0	0	0	0	0	0	0	1
1897-0348	0	0	0	0	0	0	0	0	0	0
1897-0349	0	0	0	0	0	0	0	0	0	0
1897-0350	1	0	0	0	0	0	0	0	0	1
1897-0351	0	0	0	0	0	0	0	0	0	0
1897-0352	0	0	0	0	0	0	0	0	0	0
